Collection,Occurrence Date,Item,Price,From,To,Trade Date 
,,Inertial Moment 0004,3.5,NiniPanini(0xdd82139f133f25acf2b711664aca8bb676b85699),crclngthdrn(0x36b70581a4d5ebfdb5c39361c90242fba3c7dacc),2021-08-28T14:05:33.016289
,,Inertial Moment 0137,3.0,(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),Jofe33(0xb78994cb15815d77a0320dbe8196f113043e70d1),2021-08-28T14:01:04.748973
,,Inertial Moment 0016,2.75,notjarry(0x4cadfe63af96404bcb3fbef877dc7aaf2593156d),big_mingus(0x6fc3539ff958a5f17afcc6e1459099485c32322d),2021-08-28T13:49:15.338457
,,Inertial Moment 0112,2.8,yrnick(0x4bc8a0a44395dfa4db2aceeced2d675d253a63ae),rhiannontaylor(0x1ce33afd0e70ad410a74e855dd9871f2b31f3eee),2021-08-28T06:53:09.258376
,,Inertial Moment 0014,3.0,(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),Juddernaut(0x8ff55b93a1ed400e8bc44dc0026459209700a704),2021-08-28T05:43:59.166145
,,Inertial Moment 0050,3.25,80008(0xd1b81395be9898deec8132039a60a1696dfe4a29),VarianceSlave(0x172f2ff500e96c8d10c6f75bc10b86fabd75889e),2021-08-28T02:24:21.096261
,,Inertial Moment 0095,2.98,Mitchy_eth(0xcb8dd3521c7e5aa1e6246963910786d4a12ca3cb),unrealized(0x4e3b49adef1487a08c73d47536f41fe1c7c62137),2021-08-28T02:09:16.428422
,,Inertial Moment 0049,2.9,Zero_Vault(0xbeaaf2a7de5e7cbe6d9a333b2e0b2f64ea02515d),We_Detachments(0x85cd60df7dbdb162a253d0855aaa366c65d278a7),2021-08-28T01:54:22.884091
,,Inertial Moment 0038,2.99,PUNK7271(0xf05155f792819710da259c103d30e4b70178ea9f),Ryouserious(0xeedd28a7dfc39f5876b8b9744efecf59b0ee5892),2021-08-28T01:15:19.686854
,,Inertial Moment 0044,2.7,Turbo0(0xd355ce66015653483bcc57476d455d89dea9adb2),TombRaider27(0xdf157b7bc919d559f58756e395079cb4f8bbf826),2021-08-28T01:09:11.780264
,,Inertial Moment 0056,2.5,Potatoes(0x0405049ea3757f60a43a4bdfdedf498034841fac),comico(0x13ddf16f41f9a634eaca69be176773fe5c629c1e),2021-08-28T00:32:07.726486
,,Inertial Moment 0065,2.5,Recover-nft(0x484412633ec6d02b7fdb66b9fcc0be5be669333f),TombRaider27(0xdf157b7bc919d559f58756e395079cb4f8bbf826),2021-08-27T21:51:30.416225
,,Inertial Moment 0028,2.49,cryptornado(0xd522cd8cc56badbd1e9a84a9f726dc87667ad73a),(0x3fcac584d0b71a9564602c1f0288ec1c0d9846cf),2021-08-27T19:47:15.500254
,,Inertial Moment 0084,2.899,OpenNFT(0x5a6e40b29bf20e4f60e7becb571af5ad5796a3c4),JAYMES17(0x0dc1c0cf5bc0791d9cabc9404ba7f0cca4176285),2021-08-27T19:40:43.573956
,,Inertial Moment 0105,3.0,(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),HitNRunPRO(0xf3b0f4411c77c60a132003dbc01d58fe137b75ae),2021-08-27T19:40:03.070251
,,Inertial Moment 0033,3.0,(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),(0x3fcac584d0b71a9564602c1f0288ec1c0d9846cf),2021-08-27T19:38:57.001598
,,Inertial Moment 0061,2.25,DONTBUYSTUFFWAYUNDERFLOOR(0x61d0ea212b35721e021f56094603165a92410c19),(0x3fcac584d0b71a9564602c1f0288ec1c0d9846cf),2021-08-27T19:37:12.442818
,,Inertial Moment 0029,2.24,unun(0x71e7b94490837ccaf45f9f6c7c20a3e17bbeb7d3),(0x033b8ffa05ea50b3fa7563a6d0115ed77839fc5c),2021-08-27T19:16:26.550984
,,Inertial Moment 0015,3.6,BenyaSolez(0x3e513fae92e6b80a6c560fa3faf7a4f0ec088027),(0x5e7a134f667b78e88df58ee33458f4771d9ce8c5),2021-08-27T19:13:10.547842
,,Inertial Moment 0007,2.5,jahock9(0xd5e8a9a3839ba67be8a5ffeacad5aa23acce75bb),tommy2time(0xdd6bd1a1137ede39b6a4bb809cc443927269dd14),2021-08-27T17:48:58.054505
,,Inertial Moment 0039,2.25,owitma(0xa3be905aca6d656005075b838f882933f0230f8e),g_hodl(0x84e907a91bf92abe4f226a04caec83e1cba4616c),2021-08-27T15:00:26.480629
,,Inertial Moment 0032,2.98,giamdoxlong(0xcead03574e4b930ee871bf8bb49922148a63a8e6),dl0(0xaa56e1c4110a1ed887d2f751559f25e3fa89c3f9),2021-08-27T01:57:42.085359
,,Inertial Moment 0147,2.25,Pluto01(0x537038d516e7e71bff78a555799ce0daa01e79a1),Collector071(0x13f3cf1111d47d8b6fe0d7e1bea591e1f43f389c),2021-08-27T01:07:07.554637
,,Inertial Moment 0017,2.5,ignored(0xc39ab99decb5b29cdce5911b32788378b6305f74),dl0(0xaa56e1c4110a1ed887d2f751559f25e3fa89c3f9),2021-08-27T01:01:35.973647
,,Inertial Moment 0148,2.0,nft85(0x82fcd7cd3151b0ab9e4c00629f123d45ad17fa73),smdftb(0xc676e278372d02121c70dbf06f0a669603373078),2021-08-27T00:41:23.753461
,,Inertial Moment 0101,3.0,unnn(0x9304b05999ff243de9e9ec4321537044115a543c),Kevintr_eth(0x580d166498f9d0c283b58014c775634b769b1bd5),2021-08-26T21:29:23.599743
,,Inertial Moment 0119,3.3,MintyBurns(0xbe0c0df368687e580fa2c3ad3c9412981f0273fb),longdng(0x91d7600d8aa386001b3328988a2d8f295de128b3),2021-08-26T19:56:15.928252
,,Inertial Moment 0107,5.0,PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),AustinsVault(0x1167e5e2a02be919ac0be0515b472db919d64ba0),2021-08-26T18:42:45.678013
,,Inertial Moment 0072,4.0,Minty_Fresh(0x944d7001b40e101b740932260c931df0cb716042),Smokim87(0x82d324da4d5739c7b98905016ac9360099bda1fe),2021-08-26T18:37:04.380260
,,Inertial Moment 0006,4.5,sfsdfsdfds121(0x94f35b7d6968e4a9d605397e5e66aec4a730c243),0xSkriz(0x96d080ee2a7700ffc31c742a09ffdc45da70164a),2021-08-26T18:33:42.141997
,,Inertial Moment 0011,4.7,octops(0xab969400836db1da513eb6b694203873db8ccd13),BumpyJimmy(0x965e5987e9a93320de59045761b11851006ed128),2021-08-26T18:31:14.592176
,,Inertial Moment 0013,4.2069,Kirei(0xae545300740d789791e998c2e655fdafe6341690),cxllector(0xe14090b62cdc22de8f485076d2cb0a69d50a8c12),2021-08-26T18:27:27.384543
,,Inertial Moment 0093,4.5,(0xf2b15320db6992ba49a7563e50e888c20edcbe3c),(0x7cbe05f851f3e0f266d29b10a55959bb1ebe303d),2021-08-26T18:24:39.747349
,,Inertial Moment 0147,3.75,(0x182b4a3bffe97f82c695e3fc3787943c58489fa9),Pluto01(0x537038d516e7e71bff78a555799ce0daa01e79a1),2021-08-26T18:20:34.551689
,,Inertial Moment 0017,3.45,TreeSnakeCat(0x7d112b3216455499f848ad9371df0667a0d87eb6),ignored(0xc39ab99decb5b29cdce5911b32788378b6305f74),2021-08-26T18:19:38.934671
,,Inertial Moment 0015,3.4950762829403605,(0x4f0500e3bcf3a09a325d41cb932b774d149c65a1),BenyaSolez(0x3e513fae92e6b80a6c560fa3faf7a4f0ec088027),2021-08-26T18:18:32.493510
,,Inertial Moment 0013,3.0,lesscrypto(0x10fcfee7652172acd0f550f8d7650fb17be064f8),Kirei(0xae545300740d789791e998c2e655fdafe6341690),2021-08-26T18:16:13.641019
,,Inertial Moment 0006,3.1,Ape7075(0xa6f95ffa23ca53d33390f3ad6d1da06f8a456ccf),sfsdfsdfds121(0x94f35b7d6968e4a9d605397e5e66aec4a730c243),2021-08-26T18:12:57.884615
,,Inertial Moment 0043,3.0,ArtNode(0x77087b6ff3dfe468d54ba121b6b2ca7c4a99657f),Shamdoo(0x11360f0c5552443b33720a44408aba01a809905e),2021-08-26T18:12:02.779382
,,Inertial Moment 0050,3.0,0xedec(0xedec3a7d41be809df55225c2c8069bf2e57c79f9),80008(0xd1b81395be9898deec8132039a60a1696dfe4a29),2021-08-26T18:10:47.078178
,,Inertial Moment 0062,3.0,CryptoWarlord(0xbcb5dc467d09d518a0eba0bd968a3ecfb37768c8),xyzdaddy(0x15d3f0fa7d05f738add4c90e14c7b9499f984a6f),2021-08-26T18:08:07.552740
,,Inertial Moment 0023,2.9,CryptoWarlord(0xbcb5dc467d09d518a0eba0bd968a3ecfb37768c8),Potatoes(0x0405049ea3757f60a43a4bdfdedf498034841fac),2021-08-26T18:06:25.302523
,,Inertial Moment 0056,2.75,thedave99(0xd4db6d8ef756141de0d838808ddb8ffcd847d7ff),Potatoes(0x0405049ea3757f60a43a4bdfdedf498034841fac),2021-08-26T18:02:00.801296
,,Inertial Moment 0038,2.79,Its_Sh0wbiz_B4by(0xa7d79d08c788860136fce0c3d6e82939b1d03a06),PUNK7271(0xf05155f792819710da259c103d30e4b70178ea9f),2021-08-26T17:57:52.372540
,,Inertial Moment 0013,2.25,(0x987584103e6a4e1978a57991bd0379d41f6166e6),lesscrypto(0x10fcfee7652172acd0f550f8d7650fb17be064f8),2021-08-26T17:48:54.022440
,,Inertial Moment 0118,2.25,smdftb(0xc676e278372d02121c70dbf06f0a669603373078),saigon_gang(0x962ad4a1276d2f985f8afabd3da59bd32e5c36f2),2021-08-26T17:48:26.016016
,,Inertial Moment 0044,2.25,TylerD(0xe74ca58ef724b94fac7f2e09e2e48536a5c1ad03),Turbo0(0xd355ce66015653483bcc57476d455d89dea9adb2),2021-08-26T17:47:40.577311
,,Inertial Moment 0093,2.0,MOMOKO(0x0321fed3af11c0dac59578c48f60982001a7f3d6),(0xf2b15320db6992ba49a7563e50e888c20edcbe3c),2021-08-26T17:45:38.478522
,,Inertial Moment 0104,2.0,MOMOKO(0x0321fed3af11c0dac59578c48f60982001a7f3d6),uuun(0x469b786bd2416eb6eb832741f2fd536f60a355d3),2021-08-26T17:45:01.940272
,,Inertial Moment 0019,2.0,thefunnyguys_vault(0x830cc132dd66f6491ceaa20206f398247143d9cf),swagmaster40000(0xbfc7871f2da6a6574c3a35770cbedd1315b8c2c0),2021-08-26T17:44:14.979834
,,Inertial Moment 0101,2.0,MOMOKO(0x0321fed3af11c0dac59578c48f60982001a7f3d6),unnn(0x9304b05999ff243de9e9ec4321537044115a543c),2021-08-26T17:44:02.876284
,,Inertial Moment 0088,2.0,thefunnyguys_vault(0x830cc132dd66f6491ceaa20206f398247143d9cf),rb2997(0x325c08a558ff02f244f31ba1e87bf3c1b1c08f45),2021-08-26T17:43:28.534638
,,Inertial Moment 0018,2.0,papaafrica(0x060253f772bb050ad5439e5c980356df02cf0725),ronii(0x39096110c8b5ec6f7fa8af8bd8c43aa1bcfcdf1b),2021-08-26T17:43:29.023260
,,Inertial Moment 0029,1.98,drope(0x225a499df5274b5977e59127389ecfce12c79db0),unun(0x71e7b94490837ccaf45f9f6c7c20a3e17bbeb7d3),2021-08-26T17:42:41.860192
,,Inertial Moment 0050,1.85,(0x8f3ddf567bff663d61a12a5d5f42f2e6f220f89c),0xedec(0xedec3a7d41be809df55225c2c8069bf2e57c79f9),2021-08-26T17:41:45.764014
,,Inertial Moment 0084,1.95,Gilberttttt(0xbf8090eab036022b7e0c77d9e34793f1b756d94b),OpenNFT(0x5a6e40b29bf20e4f60e7becb571af5ad5796a3c4),2021-08-26T17:41:23.423821
,,Inertial Moment 0032,1.8,vondoe(0xa02113a2ed51e82b05649709fbbd4232dc11244c),giamdoxlong(0xcead03574e4b930ee871bf8bb49922148a63a8e6),2021-08-26T17:40:30.375154
,,Inertial Moment 0065,1.7,neatomosquito(0x22ed7a936d3dea108004e3229f3bd3d84c7225db),Recover-nft(0x484412633ec6d02b7fdb66b9fcc0be5be669333f),2021-08-26T17:39:57.352565
,,Inertial Moment 0061,1.69,BobLobLawBob(0xecc5e6467ec748642ff0c34c0232ed1cd0abd693),DONTBUYSTUFFWAYUNDERFLOOR(0x61d0ea212b35721e021f56094603165a92410c19),2021-08-26T17:39:05.691807
,,Inertial Moment 0039,1.5,orieall(0xc45a4b3b698f21f88687548e7f5a80df8b99d93d),owitma(0xa3be905aca6d656005075b838f882933f0230f8e),2021-08-26T17:38:42.476381
,,Inertial Moment 0095,1.5,spektrekzz(0x7588a6cd8d70ecf35a005ae6334c2de1e967b6d6),moonhunter(0x5a8cf43492c64c0e633cb3a0f5d91b3edf126b11),2021-08-26T17:37:45.314313
,,Inertial Moment 0073,1.5,CM7(0x0c2e9a64c9382bc2f99b092b3d0c3164375536d3),B7N3D1(0xaaf9c3e74f97c6892c4e8755851328ce508952ae),2021-08-26T17:37:17.374451
,,Inertial Moment 0112,1.287,MABDekGosh(0x45e48c0a6fe8b759652624451c83387130c58367),yrnick(0x4bc8a0a44395dfa4db2aceeced2d675d253a63ae),2021-08-26T17:31:00.420180
,,Inertial Moment 0091,1.49,octops(0xab969400836db1da513eb6b694203873db8ccd13),topkekNFT(0x2772a2b7b37108fc80afb864084b7897e8f232ef),2021-08-26T17:18:37.529830
,,Inertial Moment 0004,1.3,isange23(0xdbc431a22eb00b0a552198034717d7563f69945c),NiniPanini(0xdd82139f133f25acf2b711664aca8bb676b85699),2021-08-26T17:14:20.849686
,,Inertial Moment 0116,1.0,lucky_nft(0x6e39bdd23168f3fb68ba4ead8349ccc40cec07db),(0xe58122aba53be7fa0517818d21d8168d939bb639),2021-08-26T17:12:06.013582
,,Inertial Moment 0041,0.9,wakeaa(0x55bdec7fbdd5074a6f8603af000270a76849d08e),(0xe58122aba53be7fa0517818d21d8168d939bb639),2021-08-26T17:09:02.980772
,,Inertial Moment 0132,0.95,OpenNFT(0x5a6e40b29bf20e4f60e7becb571af5ad5796a3c4),JiKi(0x696de3a02e9dead655829d91e39b0b598351630e),2021-08-26T14:08:19.652834
,,Inertial Moment 0047,1.99,RhymeO_vault(0x3c6b176c1e44d5423fd946f876fa9a1793df4c3e),Neuromancer(0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe),2021-08-25T09:50:54.614950
,,Inertial Moment 0068,1.69,maxkarlan(0xec9e512fe7e90134d8ca7295329ccb0a57c91ecb),SyllogismNFT(0x008f0ca4a53281e782b94903ebcb3dce6f166499),2021-08-25T09:13:09.036855
,,Inertial Moment 0074,1.95,Juicetra(0x45f6e731798684b1cf9d980777c9d636e1064ffc),nfthk(0xa1356800ca03ceaf074d811d3158079ce71ae0b6),2021-08-25T02:40:17.752055
,,Inertial Moment 0076,2.5,dun(0x2d5e03d9064a55b96d34290a176656398df91379),bearish_on_ghosts(0x98a3da6293e56674d250fa9ada4c684dc34e4e0b),2021-08-24T17:22:15.141851
,,Inertial Moment 0118,2.0,jook13(0x6e6fed9f44fcd3241e0ef1efc27fa85ed161276d),smdftb(0xc676e278372d02121c70dbf06f0a669603373078),2021-08-24T17:01:55.634315
,,Inertial Moment 0007,2.0,Sem(0x50ba55bf41580f0ba7df31d9d20b129e6d2df6ae),jahock9(0xd5e8a9a3839ba67be8a5ffeacad5aa23acce75bb),2021-08-24T16:57:40.420507
,,Inertial Moment 0122,2.0,jayohhvee(0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf),stz(0x23d20d8786ef45f2108c45fdaa6159688b2bdc95),2021-08-24T16:56:16.303993
,,Inertial Moment 0143,2.3,999Vault(0x26d38307e3694111f6707d89a9af81ac0e6ee557),Oxe326(0xe3262eede42a5eb5189b7a57443257d35f7fb5f7),2021-08-24T02:27:00.533300
,,Inertial Moment 0063,2.2,nft85(0x82fcd7cd3151b0ab9e4c00629f123d45ad17fa73),bearish_on_ghosts(0x98a3da6293e56674d250fa9ada4c684dc34e4e0b),2021-08-23T23:22:21.254332
,,Inertial Moment 0038,2.19,(0x548efce69bb82a16f3911a86a65384327c99c3ab),Its_Sh0wbiz_B4by(0xa7d79d08c788860136fce0c3d6e82939b1d03a06),2021-08-23T23:04:05.815299
,,Inertial Moment 0049,2.0,8417d(0xa03585bad4ca10f1b70805184bedb114f708417d),Zero_Vault(0xbeaaf2a7de5e7cbe6d9a333b2e0b2f64ea02515d),2021-08-23T22:24:59.563534
,,Inertial Moment 0105,2.9,tyo3000(0x66d99b0aac3d5d7d84b7b584fdfd2ccdbbbf3d7b),(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),2021-08-23T17:57:25.949094
,,Inertial Moment 0137,2.75,thefunnyguys_vault(0x830cc132dd66f6491ceaa20206f398247143d9cf),(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),2021-08-23T17:57:27.354771
,,Inertial Moment 0150,2.7,Beef_Supreme_(0x351ee82e6e32242d860e6a54c67e68f3e3603f21),xodivv(0x290420874bf65691b98b67d042c06bbc31f85f11),2021-08-23T17:56:07.677928
,,Inertial Moment 0033,2.55,Gilberttttt(0xbf8090eab036022b7e0c77d9e34793f1b756d94b),(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),2021-08-23T17:53:29.052894
,,Inertial Moment 0014,2.49,NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),(0x4dbe965abcb9ebc4c6e9d95aeb631e5b58e70d5b),2021-08-23T17:52:49.701662
,,Inertial Moment 0092,3.0,bri(0xbc6e70cb9b89851e6cff7ce198a774549f4c0f0c),GarageDAO(0xea92aa16c349c8e37897222bf87ec90232545a64),2021-08-23T13:00:40.184773
,,Inertial Moment 0050,3.1415,toptickcrypto(0x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac),Muddyboots(0xf2fea8d8b0495f4e73bc0d9246e7e6d2ff7561a3),2021-08-23T12:55:33.675920
,,Inertial Moment 0005,2.9,f25(0x824c14537bc5ca0903ce68a368ce37dd9741af25),undefinedegen(0xb66190f67ed8f0ca790ddfe541ee1bd0da53fe70),2021-08-23T12:31:17.332354
,,Inertial Moment 0069,2.9,aaron98(0xe8616eab82aa739e532ab72f75bebb8e3238c583),thevibeguy(0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f),2021-08-23T12:28:18.685598
,,Inertial Moment 0121,2.5,notjarry(0x4cadfe63af96404bcb3fbef877dc7aaf2593156d),RT8(0x7891d983e549a5b78523679d1763ff47f37feeb1),2021-08-23T10:46:38.739061
,,Inertial Moment 0111,3.0,ArtNode(0x77087b6ff3dfe468d54ba121b6b2ca7c4a99657f),lewi(0xb0b2b405c9d09d129e9f9b18c9dd218c532f2b2a),2021-08-23T10:44:29.196332
,,Inertial Moment 0149,2.5,WantMoreSushi(0xd905de91f928b20ea0ccf455e5ba07eb6373955c),deBlen(0x140652ea5fe40b383079b9955c96ceb257e16003),2021-08-23T10:25:18.737326
,,Inertial Moment 0003,2.5,toptickcrypto(0x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac),SyllogismNFT(0x008f0ca4a53281e782b94903ebcb3dce6f166499),2021-08-23T10:14:52.439744
,,Inertial Moment 0025,1.95,0x32a88f097056c773569abb6a3cf8d88228466e00(0x32a88f097056c773569abb6a3cf8d88228466e00),cupcake(0x5351dfc86c244b4dd2c21b575230e373362af361),2021-08-23T07:01:32.292042
,,Inertial Moment 0067,1.5,Giancarlo-(0xdf9cfdfb1ecb30a88e14743d90c70126fb4c00b3),Magpie-369(0x055f86a0aaf702d7324076ae9c5b9aa203204ccd),2021-08-23T05:32:19.726623
,,Inertial Moment 0032,2.9,Broo(0xbff5153f71126c15d48326e919bb2d4f57d958cb),vondoe(0xa02113a2ed51e82b05649709fbbd4232dc11244c),2021-08-23T04:40:06.636988
,,Inertial Moment 0031,7.0,erikmherter(0xa5019c1d0ceefff54bc89f07dc53126861c76aba),mjdata(0xca11d10ceb098f597a0cab28117fc3465991a63c),2021-08-23T04:16:50.171197
,,Inertial Moment 0097,2.9,RhymeO_vault(0x3c6b176c1e44d5423fd946f876fa9a1793df4c3e),quantbike(0x6fcade9de3ab9a1e57eab1684cf30e2ceba234fb),2021-08-23T03:53:59.004334
,,Inertial Moment 0117,2.69,totemic(0x03251ae9065a02d50230e02b137265157e101c20),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:51:17.893738
,,Inertial Moment 0098,3.5,cheburaschka(0x1599569d14093a247734909a5faa052ee70432dd),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:50:33.718108
,,Inertial Moment 0068,2.2,turtlehaze0(0xa2e2d9f702a4df82746a2e2bd8e9cd76a4760a72),maxkarlan(0xec9e512fe7e90134d8ca7295329ccb0a57c91ecb),2021-08-23T03:49:08.893170
,,Inertial Moment 0118,1.5,nft85(0x82fcd7cd3151b0ab9e4c00629f123d45ad17fa73),jook13(0x6e6fed9f44fcd3241e0ef1efc27fa85ed161276d),2021-08-23T03:48:10.498036
,,Inertial Moment 0067,1.45,tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),Giancarlo-(0xdf9cfdfb1ecb30a88e14743d90c70126fb4c00b3),2021-08-23T03:47:18.991818
,,Inertial Moment 0077,1.45,go-on(0xd022aff371f2b0647b90fdac50746d26192c4e00),Juicetra(0x45f6e731798684b1cf9d980777c9d636e1064ffc),2021-08-23T03:45:47.470303
,,Inertial Moment 0069,1.4,thedave99(0xd4db6d8ef756141de0d838808ddb8ffcd847d7ff),aaron98(0xe8616eab82aa739e532ab72f75bebb8e3238c583),2021-08-23T03:45:45.058626
,,Inertial Moment 0133,1.75,MotoTech16(0x9e323318efc2682fc47ea7cab63f1d924b5ec12a),Bixley(0x9e3b1de40d972bda61faea8231b946751a18220f),2021-08-23T03:45:36.520317
,,Inertial Moment 0130,1.25,isange23(0xdbc431a22eb00b0a552198034717d7563f69945c),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:42:13.429317
,,Inertial Moment 0032,1.0,xxxRothko(0x27eb78c1eade6fc040d25b94e7acf6bbe0689f0a),Broo(0xbff5153f71126c15d48326e919bb2d4f57d958cb),2021-08-23T03:41:33.060014
,,Inertial Moment 0055,0.94,MetaSailor(0x96dc89dbe84970ee42a2f0b35fb50599e6745ff8),YaJing(0x2e8f6f8662593134dc8311e312885921855332bc),2021-08-23T03:40:39.222302
,,Inertial Moment 0049,1.1,Oliver_W(0x7c1348c2df1b801a756e23693ee5e619e4d4a709),8417d(0xa03585bad4ca10f1b70805184bedb114f708417d),2021-08-23T03:40:08.332163
,,Inertial Moment 0109,1.0,Landolf(0xae099730dfc04c086acd0ad9881f86ac62ad0b7a),sven_nft(0x063a48f3b73957b6d0640352525eae313d4426c3),2021-08-23T03:39:05.756381
,,Inertial Moment 0084,1.0,CzaNFT(0x8fbc89b8d9ed06f9454b8bd45277e64e1977693e),Gilberttttt(0xbf8090eab036022b7e0c77d9e34793f1b756d94b),2021-08-23T03:38:08.592289
,,Inertial Moment 0147,1.35,vinyl_bones(0xc70b0b44e47e8604b4234f2d2d8e79540b0cf64b),nonfungiblejpg(0x400a721b900402cb40ef3707f169ccce7bcbef00),2021-08-23T03:38:08.823155
,,Inertial Moment 0054,1.0,bosscat(0x62cb7dedfbd5c411c6d5e4ad63b1739f04967b71),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:36:53.665164
,,Inertial Moment 0073,1.26,Plaaceyourbets(0x02b56b480fd9350fc83dbe2918a76c60232b4001),CM7(0x0c2e9a64c9382bc2f99b092b3d0c3164375536d3),2021-08-23T03:36:55.221351
,,Inertial Moment 0059,1.0,3ALPHA(0x71b0e047a904b6b0263d76a10fd2c7698d5eafe7),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:35:59.323677
,,Inertial Moment 0107,0.99,Giancarlo-(0xdf9cfdfb1ecb30a88e14743d90c70126fb4c00b3),PabloPunkasso(0x052564eb0fd8b340803df55def89c25c432f43f4),2021-08-23T03:36:00.340799
,,Inertial Moment 0082,1.0,rnggod(0x440b4a49248f25a9cf514ad8c1557cbf504ed5c4),a_young_jefe(0xb75f87261a1fac3a86f8a48d55597a622ba3cc48),2021-08-23T03:34:41.610252
,,Inertial Moment 0065,0.88,mufasa007(0x07f540903f9ec92ae3bc85a91742fa272da32618),neatomosquito(0x22ed7a936d3dea108004e3229f3bd3d84c7225db),2021-08-23T03:33:01.974359
,,Inertial Moment 0033,0.925,jumpen1(0x95b9b364fec724a26b38d940d4c4862516ec0b3c),Gilberttttt(0xbf8090eab036022b7e0c77d9e34793f1b756d94b),2021-08-23T03:20:35.039290
,,Inertial Moment 0087,0.95,Bean2885(0xdb24106bfaa506befb1806462332317d638b2d82),shariq911(0x09238a2aa20600e9773990677d17fef91e688523),2021-08-23T03:05:39.636657
,,Inertial Moment 0060,0.925,TexasBearCat(0x5302d0b614947ec0b2c3607c838ceb0262027560),(0x536c9b59a845b6ecb38c476817e4f22134de19d2),2021-08-23T02:31:14.391753
,,Inertial Moment 0116,0.9,PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),lucky_nft(0x6e39bdd23168f3fb68ba4ead8349ccc40cec07db),2021-08-23T02:24:52.234878
,,Inertial Moment 0030,0.85,go-on(0xd022aff371f2b0647b90fdac50746d26192c4e00),(0x536c9b59a845b6ecb38c476817e4f22134de19d2),2021-08-23T02:19:35.493902
,,Inertial Moment 0112,0.79,AgeNNortoN(0x36bef46dfd4e17f9c6cae37e408540dc7c6527d6),MABDekGosh(0x45e48c0a6fe8b759652624451c83387130c58367),2021-08-23T02:16:54.750539
,,Inertial Moment 0016,0.95,JJangBang(0x036d78c5e87e0aa07bf61815d1effe10c9fd5275),notjarry(0x4cadfe63af96404bcb3fbef877dc7aaf2593156d),2021-08-23T01:42:12.958487
,,Inertial Moment 0121,0.7,Pluto01(0x537038d516e7e71bff78a555799ce0daa01e79a1),notjarry(0x4cadfe63af96404bcb3fbef877dc7aaf2593156d),2021-08-23T01:41:04.848793
,,Inertial Moment 0150,0.6942,twindad(0x5e92a45225c3925b6180b8672a3cf5dd75bcc4a1),Beef_Supreme_(0x351ee82e6e32242d860e6a54c67e68f3e3603f21),2021-08-23T01:40:17.886297
,,Inertial Moment 0040,0.5,Giancarlo-(0xdf9cfdfb1ecb30a88e14743d90c70126fb4c00b3),dun(0x2d5e03d9064a55b96d34290a176656398df91379),2021-08-23T01:13:34.835343
,,Inertial Moment 0042,1.0,neatomosquito(0x22ed7a936d3dea108004e3229f3bd3d84c7225db),(0xdad677bb15cbb69fc3c7d3b3bcad13f999f9f31f),2021-08-22T23:50:47.004471
,,Inertial Moment 0021,1.0,dun(0x2d5e03d9064a55b96d34290a176656398df91379),(0xdad677bb15cbb69fc3c7d3b3bcad13f999f9f31f),2021-08-22T23:38:50.550850
,,Inertial Moment 0042,0.63,Sawsa(0x9b9569d0a68e193bc87f8a1d4b33143fd33054d5),neatomosquito(0x22ed7a936d3dea108004e3229f3bd3d84c7225db),2021-08-22T23:11:48.628370
,,Inertial Moment 0041,0.92,JJangBang(0x036d78c5e87e0aa07bf61815d1effe10c9fd5275),wakeaa(0x55bdec7fbdd5074a6f8603af000270a76849d08e),2021-08-22T23:08:55.393279
,,Inertial Moment 0026,1.0,bri(0xbc6e70cb9b89851e6cff7ce198a774549f4c0f0c),mjdata(0xca11d10ceb098f597a0cab28117fc3465991a63c),2021-08-22T22:44:21.161524
,,Inertial Moment 0006,0.6,Luscas(0x4e383adfad8a892cfde182eba4aef26d04be1679),Ape7075(0xa6f95ffa23ca53d33390f3ad6d1da06f8a456ccf),2021-08-22T22:39:34.332241
