Collection,Occurrence Date,Item,Price,From,To,Trade Date 
,,Inertial Moment 0075,1.1,AgentNonny(0x481db8e538f86dfd73889089d9408ca52f308ee5),AlienHead(0x13b3a50f3947476eda74fe191344524e2d2d28e5),2021-08-22T21:48:13.131564
,,Inertial Moment 0072,1.0,0x32a88f097056c773569abb6a3cf8d88228466e00(0x32a88f097056c773569abb6a3cf8d88228466e00),Minty_Fresh(0x944d7001b40e101b740932260c931df0cb716042),2021-08-22T21:46:21.254256
,,Inertial Moment 0073,0.9893116847071884,(0x4f0500e3bcf3a09a325d41cb932b774d149c65a1),Plaaceyourbets(0x02b56b480fd9350fc83dbe2918a76c60232b4001),2021-08-22T21:44:44.353823
,,Inertial Moment 0071,1.0,0x32a88f097056c773569abb6a3cf8d88228466e00(0x32a88f097056c773569abb6a3cf8d88228466e00),cryptornado(0xd522cd8cc56badbd1e9a84a9f726dc87667ad73a),2021-08-22T21:40:48.327301
,,Inertial Moment 0110,0.99,PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),(0x8769cf96d4c3a533d5e7815dd00bfba2f10d4377),2021-08-22T21:37:15.352623
,,Inertial Moment 0099,1.0,Alynft(0x98aec1e4e88564a48331e55b4366f6f4b2e48f24),PudgyLeifErikson(0xb96c3bc2a78338e8d618760bada611d5228ee554),2021-08-22T21:34:01.717849
,,Inertial Moment 0113,0.98,f25(0x824c14537bc5ca0903ce68a368ce37dd9741af25),0xjee(0x671dd102d1b9adfd54fd365769afc37705a3ce68),2021-08-22T21:29:12.771860
,,Inertial Moment 0078,0.8,NapoleonCryptonite(0x92fd2b261020ccb259069e602f08e1cf8782b684),nano4814(0x9b241870b15fba4952114f6c6ce76773833545a4),2021-08-22T21:25:10.625525
,,Inertial Moment 0117,0.88,A04B16(0x5b0a56300fe42e8124e64ac273ac764571547c56),totemic(0x03251ae9065a02d50230e02b137265157e101c20),2021-08-22T21:22:11.373818
,,Inertial Moment 0106,0.79,gbanga(0x3ca9e32c8500dd200eb272cb98b23fa058500cae),0xjee(0x671dd102d1b9adfd54fd365769afc37705a3ce68),2021-08-22T21:21:39.816551
,,Inertial Moment 0064,0.8,G3RM(0x36ab75710650754c32e4850d2ad050849ebb5899),unknown231(0x5941fdbc87c8e155f6a8f7f6e87fc67e1256d305),2021-08-22T21:17:36.003964
,,Inertial Moment 0105,0.59,jamiebxne(0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4),tyo3000(0x66d99b0aac3d5d7d84b7b584fdfd2ccdbbbf3d7b),2021-08-22T21:14:45.612152
,,Inertial Moment 0028,0.69,0x6T9(0xeba0d70d3ed1d8a5e8d7b0f54194ef68ac8dfe28),cryptornado(0xd522cd8cc56badbd1e9a84a9f726dc87667ad73a),2021-08-22T21:12:50.020549
,,Inertial Moment 0124,0.8,G3RM(0x36ab75710650754c32e4850d2ad050849ebb5899),Ethmaxi420(0xc55ba66cab0298b3a67e1d0bf6a1613907941b09),2021-08-22T21:06:47.540263
,,Inertial Moment 0125,1.0,iJackie(0x78c4b4a8bb8c7366b80f470d7dbeb3932e5261af),(0x611eae57ee15b4e8d8d8fb8beb3a94c288a759f0),2021-08-22T21:00:10.551099
,,Inertial Moment 0079,0.72,(0x3a3f517b18bac11348ac690ff306fcb44cd9fc62),(0xbdc85e44206034a94d924eb963b33b49ffbca339),2021-08-22T20:50:56.954021
,,Inertial Moment 0129,0.88,turtlehaze0(0xa2e2d9f702a4df82746a2e2bd8e9cd76a4760a72),(0x274ccbc6b5c5af4c8162a17e74f5d32dbdc4210e),2021-08-22T20:48:39.618080
,,Inertial Moment 0039,0.75,PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),orieall(0xc45a4b3b698f21f88687548e7f5a80df8b99d93d),2021-08-22T20:48:39.684210
,,Inertial Moment 0095,0.45,go-on(0xd022aff371f2b0647b90fdac50746d26192c4e00),spektrekzz(0x7588a6cd8d70ecf35a005ae6334c2de1e967b6d6),2021-08-22T20:46:14.550004
,,Inertial Moment 0038,0.85,TreeSnakeCat(0x7d112b3216455499f848ad9371df0667a0d87eb6),(0x548efce69bb82a16f3911a86a65384327c99c3ab),2021-08-22T20:46:13.251800
,,Inertial Moment 0053,0.74,tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),crclngthdrn(0x36b70581a4d5ebfdb5c39361c90242fba3c7dacc),2021-08-22T20:46:08.671708
,,Inertial Moment 0057,0.45,0xOakl3y(0xbc6819c533db537ad8e169d8d67e3c8971c0417f),thecryptolord(0x43949405198b10a385959b3f53749f9267b3e3e6),2021-08-22T20:39:11.415472
,,Inertial Moment 0122,0.32,thugga(0x230a10c6fdf44f955796648b4bfc284b256eb69d),jayohhvee(0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf),2021-08-22T20:38:36.169730
,,Inertial Moment 0079,0.49,vanhannap(0xe6468262b5a34057676586dc1976de5f664b7083),(0x3a3f517b18bac11348ac690ff306fcb44cd9fc62),2021-08-22T20:37:21.822734
,,Inertial Moment 0059,0.35,Tartoshi(0x350eb74cd174935cb94b5aa6560ea130a17b4c9a),3ALPHA(0x71b0e047a904b6b0263d76a10fd2c7698d5eafe7),2021-08-22T20:37:22.002300
,,Inertial Moment 0062,0.35,BonJovi(0xa560145fab411f4ea6b8c4af15af84864b8c2833),CryptoWarlord(0xbcb5dc467d09d518a0eba0bd968a3ecfb37768c8),2021-08-22T20:35:51.971537
,,Inertial Moment 0150,0.36,turtlehaze0(0xa2e2d9f702a4df82746a2e2bd8e9cd76a4760a72),twindad(0x5e92a45225c3925b6180b8672a3cf5dd75bcc4a1),2021-08-22T20:35:41.017658
,,Inertial Moment 0074,0.34,jamiebxne(0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4),Juicetra(0x45f6e731798684b1cf9d980777c9d636e1064ffc),2021-08-22T20:35:10.908328
,,Inertial Moment 0023,0.249,gaspack(0xd88a474f73c94886a56d12513af028e21c689b71),CryptoWarlord(0xbcb5dc467d09d518a0eba0bd968a3ecfb37768c8),2021-08-22T20:35:13.114712
,,Inertial Moment 0075,0.32,thedave99(0xd4db6d8ef756141de0d838808ddb8ffcd847d7ff),AgentNonny(0x481db8e538f86dfd73889089d9408ca52f308ee5),2021-08-22T20:34:01.654037
,,Inertial Moment 0113,0.25,clarity1231(0xbf2c089f3e9d23aa7d124c4b4e8371a54300fd5e),f25(0x824c14537bc5ca0903ce68a368ce37dd9741af25),2021-08-22T20:33:19.587599
,,Inertial Moment 0082,0.3,Lizard6453(0xbb0eeab18724e25d09e24a293b4c53823ceeae4f),rnggod(0x440b4a49248f25a9cf514ad8c1557cbf504ed5c4),2021-08-22T20:32:20.518449
,,Inertial Moment 0061,0.25,xxxRothko(0x27eb78c1eade6fc040d25b94e7acf6bbe0689f0a),BobLobLawBob(0xecc5e6467ec748642ff0c34c0232ed1cd0abd693),2021-08-22T20:31:03.561249
,,Inertial Moment 0042,0.29,Bity(0xc3f8e3b3808d2e33b06abfb8731b88948e1f2b8b),Sawsa(0x9b9569d0a68e193bc87f8a1d4b33143fd33054d5),2021-08-22T20:31:01.994591
,,Inertial Moment 0144,0.35,(0x75f1b8a78f1273ecbb79aba2d3a2e27ae9949ba3),f25(0x824c14537bc5ca0903ce68a368ce37dd9741af25),2021-08-22T20:31:02.591053
,,Inertial Moment 0020,0.24,NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),bri(0xbc6e70cb9b89851e6cff7ce198a774549f4c0f0c),2021-08-22T20:30:41.828207
,,Inertial Moment 0094,0.25,VincentLassall(0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3),RealSlimDitty(0x6c55415d574dafb6cfa2bbf31d6529a42cd29418),2021-08-22T20:30:45.069856
,,Inertial Moment 0092,0.19,stevuse(0xa16cd0ab409899e0dd70ab85861c43ba0fc7f9ff),bri(0xbc6e70cb9b89851e6cff7ce198a774549f4c0f0c),2021-08-22T20:29:40.415141
,,Inertial Moment 0005,0.35,tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),f25(0x824c14537bc5ca0903ce68a368ce37dd9741af25),2021-08-22T20:28:38.377931
,,Inertial Moment 0026,0.249,direvice(0x3819d14e0b3147829e072336c8bedb02b73ee0ab),bri(0xbc6e70cb9b89851e6cff7ce198a774549f4c0f0c),2021-08-22T20:28:24.537395
,,Inertial Moment 0006,0.24,NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),Luscas(0x4e383adfad8a892cfde182eba4aef26d04be1679),2021-08-22T20:27:03.405075
,,Inertial Moment 0085,0.19,stevuse(0xa16cd0ab409899e0dd70ab85861c43ba0fc7f9ff),(0x274ccbc6b5c5af4c8162a17e74f5d32dbdc4210e),2021-08-22T20:26:50.549202
,,Inertial Moment 0102,0.25,justawick(0x7abc25c069c8194e6b501782c57904a8ed940a57),TombRaider27(0xdf157b7bc919d559f58756e395079cb4f8bbf826),2021-08-22T20:24:49.513119
,,Inertial Moment 0121,0.25,(0x75f1b8a78f1273ecbb79aba2d3a2e27ae9949ba3),Pluto01(0x537038d516e7e71bff78a555799ce0daa01e79a1),2021-08-22T20:22:59.628278
,,Inertial Moment 0028,0.2,A04B16(0x5b0a56300fe42e8124e64ac273ac764571547c56),0x6T9(0xeba0d70d3ed1d8a5e8d7b0f54194ef68ac8dfe28),2021-08-22T20:23:01.048819
,,Inertial Moment 0143,0.25,(0x75f1b8a78f1273ecbb79aba2d3a2e27ae9949ba3),999Vault(0x26d38307e3694111f6707d89a9af81ac0e6ee557),2021-08-22T20:20:56.220576
,,Inertial Moment 0125,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),iJackie(0x78c4b4a8bb8c7366b80f470d7dbeb3932e5261af),2021-08-22T20:19:26.433219
,,Inertial Moment 0124,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),G3RM(0x36ab75710650754c32e4850d2ad050849ebb5899),2021-08-22T20:19:09.960832
,,Inertial Moment 0099,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),Alynft(0x98aec1e4e88564a48331e55b4366f6f4b2e48f24),2021-08-22T20:18:32.287870
,,Inertial Moment 0136,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),-Truth-(0x59957e6b58dd78e9d4ec60a144cc8531b8a5409d),2021-08-22T20:18:32.335985
,,Inertial Moment 0028,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),A04B16(0x5b0a56300fe42e8124e64ac273ac764571547c56),2021-08-22T20:18:07.684276
,,Inertial Moment 0026,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),direvice(0x3819d14e0b3147829e072336c8bedb02b73ee0ab),2021-08-22T20:18:08.364833
,,Inertial Moment 0082,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),Lizard6453(0xbb0eeab18724e25d09e24a293b4c53823ceeae4f),2021-08-22T20:18:08.463395
,,Inertial Moment 0057,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),0xOakl3y(0xbc6819c533db537ad8e169d8d67e3c8971c0417f),2021-08-22T20:18:08.858087
,,Inertial Moment 0074,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),jamiebxne(0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4),2021-08-22T20:18:07.351944
,,Inertial Moment 0122,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),thugga(0x230a10c6fdf44f955796648b4bfc284b256eb69d),2021-08-22T20:16:57.198806
,,Inertial Moment 0113,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),clarity1231(0xbf2c089f3e9d23aa7d124c4b4e8371a54300fd5e),2021-08-22T20:16:57.284208
,,Inertial Moment 0112,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),AgeNNortoN(0x36bef46dfd4e17f9c6cae37e408540dc7c6527d6),2021-08-22T20:16:50.752944
,,Inertial Moment 0123,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),Theburper(0xac334fd2355ed58cfc89b69ef9bc9656a9d818e7),2021-08-22T20:16:51.408168
,,Inertial Moment 0023,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),gaspack(0xd88a474f73c94886a56d12513af028e21c689b71),2021-08-22T20:16:35.825370
,,Inertial Moment 0064,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),G3RM(0x36ab75710650754c32e4850d2ad050849ebb5899),2021-08-22T20:16:37.247961
,,Inertial Moment 0102,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),justawick(0x7abc25c069c8194e6b501782c57904a8ed940a57),2021-08-22T20:16:36.760341
,,Inertial Moment 0061,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),xxxRothko(0x27eb78c1eade6fc040d25b94e7acf6bbe0689f0a),2021-08-22T20:16:37.614883
,,Inertial Moment 0020,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),2021-08-22T20:16:05.587365
,,Inertial Moment 0110,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),2021-08-22T20:16:05.799601
,,Inertial Moment 0067,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),2021-08-22T20:16:05.922279
,,Inertial Moment 0016,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),JJangBang(0x036d78c5e87e0aa07bf61815d1effe10c9fd5275),2021-08-22T20:16:05.993448
,,Inertial Moment 0132,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),OpenNFT(0x5a6e40b29bf20e4f60e7becb571af5ad5796a3c4),2021-08-22T20:16:06.668931
,,Inertial Moment 0092,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),stevuse(0xa16cd0ab409899e0dd70ab85861c43ba0fc7f9ff),2021-08-22T20:15:26.168156
,,Inertial Moment 0014,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),2021-08-22T20:15:26.262210
,,Inertial Moment 0103,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),TylerD(0xe74ca58ef724b94fac7f2e09e2e48536a5c1ad03),2021-08-22T20:15:26.533251
,,Inertial Moment 0106,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),gbanga(0x3ca9e32c8500dd200eb272cb98b23fa058500cae),2021-08-22T20:15:26.808419
,,Inertial Moment 0039,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),2021-08-22T20:15:27.049334
,,Inertial Moment 0005,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),2021-08-22T20:15:27.142036
,,Inertial Moment 0065,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),mufasa007(0x07f540903f9ec92ae3bc85a91742fa272da32618),2021-08-22T20:15:27.769858
,,Inertial Moment 0032,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),xxxRothko(0x27eb78c1eade6fc040d25b94e7acf6bbe0689f0a),2021-08-22T20:15:28.034743
,,Inertial Moment 0126,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),thesupergoat1213(0x59b8a3829124028b92f3f5400eb1bea5dc9a2c78),2021-08-22T20:15:29.162327
,,Inertial Moment 0018,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),papaafrica(0x060253f772bb050ad5439e5c980356df02cf0725),2021-08-22T20:14:24.241051
,,Inertial Moment 0116,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),PoopaloopOld(0x4d00dbed69c8d706300e2e30d3d0eb32214cce91),2021-08-22T20:14:12.915263
,,Inertial Moment 0006,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),NFTRelicHunter(0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1),2021-08-22T20:14:12.940304
,,Inertial Moment 0053,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),tinynoodlehands(0x563153823d702516f92fc24edd9358d6973f60f9),2021-08-22T20:14:13.571977
,,Inertial Moment 0010,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),G6L1H7(0x26cfd6f7ae12c677aff5e0ede78d85054a9351b3),2021-08-22T20:14:13.941948
,,Inertial Moment 0087,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),Bean2885(0xdb24106bfaa506befb1806462332317d638b2d82),2021-08-22T20:14:14.471832
,,Inertial Moment 0085,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),stevuse(0xa16cd0ab409899e0dd70ab85861c43ba0fc7f9ff),2021-08-22T20:14:05.240049
,,Inertial Moment 0078,0.08,deckard(0x439f64293716d6778c0c7ffd10e1ebdd33d63672),NapoleonCryptonite(0x92fd2b261020ccb259069e602f08e1cf8782b684),2021-08-22T20:14:05.684027
New York Capsule Collection by Rebecca Minkoff,20210910185344,The Rebel (7/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),untitled_Boss(0x2638ff4bdbbba6930a014b84e848ad3f70253bd8),2021-09-10T18:20:32.175470
,,The Rebel (97/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),MonroeFairy(0x33849c8a4a9539699ed988b3ca6753bb3a597338),2021-09-10T18:10:09.325431
,,The Rebel (4/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),allum(0xeaf54391793cc80de696d72713d7518c6190bfe0),2021-09-10T17:21:48.943337
,,Centurion (1/10),0.5,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),Oversight(0xbf5e4b7db12077f90a32c6f147838e515b0fa5cc),2021-09-10T17:01:59.453908
,,Angel (1/10),0.5,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),Oversight(0xbf5e4b7db12077f90a32c6f147838e515b0fa5cc),2021-09-10T16:57:39.764642
,,The Rebel (9/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),NOWNFT(0x050d1b4a57fdf2e69ed13735044d9ba33a3a4c72),2021-09-10T16:57:41.068373
,,The Rebel (13/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),Oversight(0xbf5e4b7db12077f90a32c6f147838e515b0fa5cc),2021-09-10T16:46:11.485090
,,The Rebel (69/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),bochan228_vault(0xac707ee01a605bfc712536d703e5e790357c48e5),2021-09-10T16:37:58.793367
,,The Rebel (26/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),bochan228_vault(0xac707ee01a605bfc712536d703e5e790357c48e5),2021-09-10T16:37:02.912525
,,The Rebel (3/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),0xA5F6d(0xa5f6d896e8b4d29ac6e5d8c4b26f8d2073ac90ae),2021-09-10T16:13:39.442593
,,The Rebel (100/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),BeeBeeArtz(0xb8a3795d1e403a98ca6ecfb29a74477aa1f44118),2021-09-10T16:08:59.085811
,,The Rebel (150/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),TUORK(0xe22059d454c705f70ffe2a5706844a3a27a2bec8),2021-09-10T16:08:59.571146
,,The Rebel (2/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),PoulpyZ(0xfe237a256093dad6af867e76b810cfa343860f29),2021-09-10T15:58:03.958378
,,The Rebel (8/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),MEEMLORD(0x4dfd1688ec88704e0d43976c58c34dcdb12ab55c),2021-09-10T15:28:44.020873
,,The Rebel (88/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),NFTSFOREVER4123(0xb867983cf5cdef6838be81b0f6d700a5c327dbd5),2021-09-10T15:19:02.959836
,,The Rebel (1/150),0.1,YahooRyotLab(0x8e7f8ddff28d2f3e594e5083f7e1bd01cb6d6423),Doosan(0x19143261d681bcba418d5a841296a790195a89d0),2021-09-10T15:08:46.941131
Mirror To The Spirit World by Noa Knafo,20210913075803,Pineal Gland,0.49,PINEY(0x8a9816193e1c84ec67db92324d7084192bf9d711),CryptoKayJ(0x5b51125085a0766e4a5293bd4d15932c415fe88b),2021-09-13T06:53:10.115233
,,Reflection Reaction,0.5,B2G3A7(0x29d0a77f980d38b878afe3193dee7cc495551247),CryptoKayJ(0x5b51125085a0766e4a5293bd4d15932c415fe88b),2021-09-13T06:51:31.938384
,,New Discoveries,0.34,NOWNFT(0x050d1b4a57fdf2e69ed13735044d9ba33a3a4c72),Plum(0x32606c4aa95ea78d7c5b1e0e347e3e9ae451434e),2021-09-13T06:29:00.300164
,,Pure Dream,0.5,B2G3A7(0x29d0a77f980d38b878afe3193dee7cc495551247),Halawani(0x650658ec6615a83ea4a7c91a8deb550079ae56d9),2021-09-13T04:51:45.990007
,,The Connection,0.49,Voidrex(0xb751c3d2ca2fe23c1d87cb5ca65559111afbbfd1),Johnathan-X(0xa7ddb47694b53bdc7345f05a97742de1b7b046ca),2021-09-13T04:45:08.928602
,,Kogi,0.3,(0xa2c87fb4ad8b6f25f8db1d9085481589b3e2cc62),Ekusuyu(0x383f95a0c543079aad6d20288eb999eb4b94a592),2021-09-13T02:24:09.283472
,,The Shaman,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),FomoKev(0xfbf1cb343627ad0071630a6683262fda5dd81e2e),2021-09-13T02:10:53.093078
,,Gate of Knowledge,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),Ekusuyu(0x383f95a0c543079aad6d20288eb999eb4b94a592),2021-09-13T02:10:33.914779
,,Another Worlds Soul,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),WinterrX(0x3d6afb554e536808087797cf5a2a1a216261aa86),2021-09-13T02:09:49.509675
,,Ambidextrous Mind,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),quackleton(0x057931155d0c6355b1bd108b0fbfe9bc77d59ef0),2021-09-13T02:09:24.939845
,,Pacha Mama,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),twerky(0xbcbe9b878543b9d4098497c67f1e95bc44a0b34c),2021-09-13T02:08:30.682712
,,Water of Wisdom,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),Ekusuyu(0x383f95a0c543079aad6d20288eb999eb4b94a592),2021-09-13T02:07:41.950082
,,New Discoveries,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),NOWNFT(0x050d1b4a57fdf2e69ed13735044d9ba33a3a4c72),2021-09-13T02:07:45.575597
,,Pure Dream,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),B2G3A7(0x29d0a77f980d38b878afe3193dee7cc495551247),2021-09-13T02:07:37.086513
,,The Watcher,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xee1f4b8287665964cae57ecbcb16a3a50aa5bbdf),2021-09-13T02:07:38.537671
,,The Watcher,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xee1f4b8287665964cae57ecbcb16a3a50aa5bbdf),2021-09-13T02:07:19.541133
,,Pineal Gland,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),PINEY(0x8a9816193e1c84ec67db92324d7084192bf9d711),2021-09-13T02:05:54.917478
,,Independent Soul,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),TheRevealer(0x439e9446a4cd19201f5ab3fe078a65adf2e2b1aa),2021-09-13T02:05:58.861513
,,The Rebel,0.068,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0x3c398cd131d88fe975d8b385bb4931e5707488c2),2021-09-13T02:05:34.435181
,,Reflection Reaction,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),B2G3A7(0x29d0a77f980d38b878afe3193dee7cc495551247),2021-09-13T02:05:10.190729
,,Deep Roots,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xa2c87fb4ad8b6f25f8db1d9085481589b3e2cc62),2021-09-13T02:05:11.003713
,,The Wolf,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xcf830595f94329915b37ec641fe2bf8cadd6fffc),2021-09-13T02:03:50.207707
,,The Connection,0.065,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),Voidrex(0xb751c3d2ca2fe23c1d87cb5ca65559111afbbfd1),2021-09-13T02:03:40.993006
,,Nature Connection,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),TheRevealer(0x439e9446a4cd19201f5ab3fe078a65adf2e2b1aa),2021-09-13T02:03:03.632038
,,Self Portrait,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),twerky(0xbcbe9b878543b9d4098497c67f1e95bc44a0b34c),2021-09-13T02:02:26.321889
,,Kogi,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xa2c87fb4ad8b6f25f8db1d9085481589b3e2cc62),2021-09-13T02:00:59.467489
,,Inside My Spirituality,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),PINEY(0x8a9816193e1c84ec67db92324d7084192bf9d711),2021-09-13T01:59:50.897459
,,Mother Earth Vibration,0.067,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),(0xce833bb28d15455af31af5a30c4626bf2939e389),2021-09-12T07:14:05.210116
,,The Centaur,0.063,humansofmeta(0x971cf3ef0e8005fde36c79f21959e45b51a9f003),BglVS(0x301def2df45501fa26a06fdbc70a761b6f0e4a1f),2021-09-09T15:49:46.422930
Seasons by DirtyRobot,20210913133630,Summer Fruits (Night),0.03,scintillating(0x8f891b3de263650668e4354f498b14c6eff418d1),Ballerz(0x4b4a367c6f5018529b3bbe0bee27c7dae043331a),2021-09-13T12:14:13.974916
,,Evolution (Night),0.0393,MrAAAAA(0xed3c50209648e2b4794d47b0973e2b95e6b756ce),Theo2k2(0xb284f19ffa703daadf6745d3c655f309d17370a5),2021-09-13T09:43:25.355916
,,Evolution (Day),0.03,scintillating(0x8f891b3de263650668e4354f498b14c6eff418d1),Theo2k2(0xb284f19ffa703daadf6745d3c655f309d17370a5),2021-09-13T09:37:08.085078
,,Summer High (Night),0.03,scintillating(0x8f891b3de263650668e4354f498b14c6eff418d1),thebelievereth(0x9f041fbbc6fd007115dae9bd1ce6001b26747797),2021-09-13T03:58:10.802826
