Buyer Address,Buyer Name,Trade Count,Trade Collection,Trade NFT,Trade Price,Trade Date,Featured Date
,,,Pulsquares,Pulsquares #3182166346,0.465,2021-05-16T22:49:09.349133,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3801809388,0.469,2021-05-16T22:48:01.494831,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #28377449,0.469,2021-05-16T22:46:40.454980,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #3932487995,0.5,2021-05-16T22:28:35.594519,2021-07-09T23:05:40
,,,Pulsquares,Pulsquares #1354105068,0.37,2021-05-15T13:27:48.177501,2021-07-09T23:05:40
,,,Kinesis Art,Atlanta #1109,0.279,2021-09-17T08:29:21.494549,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #432,0.25,2021-09-17T08:27:12.120297,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #2973,0.269,2021-09-17T08:27:12.446979,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #315,0.175,2021-09-17T06:13:52.468115,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #639,0.15,2021-09-17T06:08:29.537168,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #955,0.1079,2021-09-17T06:05:57.669526,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #1130,0.1085,2021-09-17T06:04:30.332327,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #2627,0.12,2021-09-17T00:42:10.103049,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #2581,0.12,2021-09-17T00:20:26.287023,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #2280,0.12,2021-09-17T00:07:13.713248,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #1754,0.12,2021-09-17T00:07:15.245345,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #3299,0.115,2021-09-17T00:07:03.081586,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #1540,0.11,2021-09-17T00:05:17.011602,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #294,0.0999,2021-09-17T00:04:28.432706,2021-09-18T19:46:38
,,,Kinesis Art,Atlanta #2149,0.099,2021-09-17T00:04:14.849159,2021-09-18T19:46:38
0x29d0a77f980d38b878afe3193dee7cc495551247,B2G3A7,32,Parin Art,Trust 2021 Parin,0.17,2021-08-27T12:34:53.474829,2021-08-27T13:31:04
,,,Parin Art,Finding My Voice,0.09,2021-08-27T12:32:39.005399,2021-08-27T13:31:04
,,,Parin Art,Shush!,0.1,2021-08-27T12:31:18.871259,2021-08-27T13:31:04
,,,Parin Art,keep your eyes open!,0.1,2021-08-27T12:31:16.583655,2021-08-27T13:31:04
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7310,0.169,2021-08-31T18:12:12.443399,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #9573,0.169,2021-08-31T18:11:13.030721,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #9394,0.165,2021-08-31T18:09:57.523601,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #9548,0.16,2021-08-31T18:09:26.624449,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #3159,0.16,2021-08-31T18:08:04.703520,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #7662,0.16,2021-08-31T18:08:05.092923,2021-08-31T20:01:20
,,,Crypto-Pills by Micha Klein,Crypto-Pills #8752,0.1555,2021-08-31T18:04:51.740366,2021-08-31T20:01:20
,,,imlosingmymind,Chalk Board,0.7,2021-09-02T15:12:43.381803,2021-09-02T20:54:09
,,,Tinted Dreams Collection,Lavender Dream: Pink,0.055,2021-09-06T18:17:11.312317,2021-09-07T01:13:26
,,,Tinted Dreams Collection,Lavender Dream: Green,0.055,2021-09-06T18:17:31.073504,2021-09-07T01:13:26
,,,Tinted Dreams Collection,Lavender Dream: Yellow,0.055,2021-09-06T18:17:36.508898,2021-09-07T01:13:26
,,,Tinted Dreams Collection,Lavender Dream: Green,0.055,2021-09-06T18:05:10.208310,2021-09-07T01:13:26
,,,Tinted Dreams Collection,Lavender Dream: Green,0.055,2021-09-06T18:03:46.202924,2021-09-07T01:13:26
,,,Tinted Dreams Collection,Lavender Dream: Pink,0.055,2021-09-06T18:02:08.321010,2021-09-07T01:13:26
,,,Mirror To The Spirit World by Noa Knafo,Pure Dream,0.067,2021-09-13T02:07:37.086513,2021-09-13T07:58:03
,,,Mirror To The Spirit World by Noa Knafo,Reflection Reaction,0.063,2021-09-13T02:05:10.190729,2021-09-13T07:58:03
,,,Pat Dimitri,Day & Night,0.13,2021-09-15T22:56:34.140839,2021-09-16T01:05:44
,,,Pat Dimitri,Deep Space,0.099,2021-09-15T22:54:07.217155,2021-09-16T01:05:44
,,,Pat Dimitri,Deep Space,0.0979,2021-09-15T22:52:39.479140,2021-09-16T01:05:44
,,,Pat Dimitri,Neon Atlantis,0.1,2021-09-15T22:49:35.703124,2021-09-16T01:05:44
,,,harrypackart Collection,Walkies,0.3,2021-09-12T23:04:46.892594,2021-09-21T21:20:36
,,,harrypackart Collection,Luna-bot,0.3,2021-09-11T17:00:56.293667,2021-09-21T21:20:36
,,,harrypackart Collection,T-he apple fell out of t-he tree,0.2,2021-09-10T01:46:36.544640,2021-09-21T21:20:36
,,,harrypackart Collection,T-he apple fell out of t-he tree,0.2,2021-09-10T01:46:15.825114,2021-09-21T21:20:36
,,,Free Form Collection,Trance,0.05,2021-09-28T18:10:53.901929,2021-09-28T23:33:34
,,,Free Form Collection,Trance,0.05,2021-09-28T18:08:50.574411,2021-09-28T23:33:34
,,,Free Form Collection,Resolute,0.05,2021-09-28T18:08:42.545847,2021-09-28T23:33:34
,,,Free Form Collection,Interval,0.05,2021-09-28T18:08:09.781168,2021-09-28T23:33:34
0xa1eff0887b93e18bb0f59334a0cb57148bc2086f,NFTYDaddy,29,The Underground Sistine Chapel by Pascal Boyart,003 - St. John the Baptist,1.0,2021-05-24T15:45:52.298098,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,012 - Sibyl 3,1.0,2021-05-24T14:58:42.062972,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,013 - Sibyl 4,1.0,2021-05-24T14:57:54.082916,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,014 - Adam,1.0,2021-05-24T14:51:43.053397,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,017 - St. Blaise holding the Iron combs,1.0,2021-05-24T14:39:45.770218,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,020 - St. Simon the Zealot with the saw,1.0,2021-05-24T14:26:31.878268,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,034 - Angel carrying the cross 3,1.0,2021-05-24T13:36:43.902437,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,099 - The repented woman,1.0,2021-05-24T11:15:09.216125,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,090 - The naked woman,1.0,2021-05-24T10:50:05.685598,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,126 - The tolerant woman,1.0,2021-05-24T09:11:09.211652,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,143 - The eager woman,1.0,2021-05-24T09:11:08.972933,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,145 - The sweet woman,1.0,2021-05-24T09:11:09.016831,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,152 - The loving woman,1.0,2021-05-24T09:10:23.472700,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,149 - St. Philip,1.0,2021-05-24T07:31:38.217688,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,153 - The angel of miscellany,1.0,2021-05-24T07:16:30.995448,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,159 - The muse,1.0,2021-05-24T07:04:55.331855,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,168 - The gentleman,1.0,2021-05-24T06:30:22.007160,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,170 - St. James son of Zebedee,1.0,2021-05-24T06:23:13.767253,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,173 - The penitent,1.0,2021-05-24T06:15:26.971040,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,174 - St. Mark,1.0,2021-05-24T06:13:10.385595,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,379 - The corrupt,1.0,2021-05-24T05:59:59.940334,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,190 - The lonely,1.0,2021-05-24T05:24:44.469282,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,192 - Judas Isariot,1.0,2021-05-24T05:16:19.925980,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,225 - The sensitive woman,1.0,2021-05-24T04:58:27.829661,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,340 - The Risen Dead,1.0,2021-05-24T04:12:13.391417,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,301 - The demon of excess,1.0,2021-05-24T04:07:55.220415,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,306 - The archangel 1,1.0,2021-05-24T02:34:35.051329,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,279 - The brave,1.0,2021-05-24T02:32:22.722097,2021-05-25T09:37:12
,,,The Underground Sistine Chapel by Pascal Boyart,380 - The usurer,1.0,2021-05-24T02:21:09.647071,2021-05-25T09:37:12
0x55e54e3af4e3df2352d8005a7f883e2c125ca0b3,PSIII,29,Tom Fry Studio,Regaining The Strength,0.2,2021-07-03T05:09:25.281761,2021-07-03T13:02:03
,,,Tom Fry Studio,Rain Drops,0.075,2021-07-01T16:17:41.907492,2021-07-03T13:02:03
,,,Tom Fry Studio,Stop And Think,0.075,2021-07-01T16:15:32.253748,2021-07-03T13:02:03
,,,SoulCurryArt,Interlace,0.22,2021-07-20T16:51:35.918119,2021-08-03T09:36:39
,,,SoulCurryArt,Spaces,0.12,2021-07-04T06:44:23.475667,2021-08-03T09:36:39
,,,Jason Chambers Art,Complex Reality,0.25,2021-07-04T07:02:22.416998,2021-08-10T17:21:41
,,,Jason Chambers Art,"""Decipher and Depict the World"" 3/3",0.13,2021-07-04T06:55:26.159183,2021-08-10T17:21:41
,,,Dylan Gill Art Studio,Mindful Diversion,0.09,2021-08-15T07:26:47.842219,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Lost,0.07,2021-08-13T05:51:03.521441,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Hypnotic Hallucinations,0.06,2021-08-12T03:42:56.327026,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Eureka,0.06,2021-08-10T03:17:13.714089,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Smitten,0.06,2021-08-10T03:07:39.785463,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,In the Eye of the Storm,0.06,2021-08-08T09:58:12.094532,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Game Changer,0.06,2021-08-06T15:45:18.458482,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Monday Morning Rush Hour Coffee,0.065,2021-08-01T22:32:16.423999,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Lounge Mouse,0.08,2021-07-31T14:47:12.069693,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Flowers in a Green Vase,0.15,2021-07-29T06:19:23.692162,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,2019 The Eve,0.08,2021-07-29T06:07:13.158575,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,2am Mother & Child,0.08,2021-07-25T08:29:07.833423,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Debate,0.08,2021-07-25T08:27:59.488747,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Woman Wearing the Moon Stone Ring,0.18,2021-07-23T06:57:26.428319,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Substantial Diversion,0.25,2021-07-22T07:28:38.378853,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Flower Girl,0.2,2021-07-21T09:06:47.650206,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Proximity Cloud,0.25,2021-07-21T08:54:58.531967,2021-08-16T19:45:00
,,,Art by Visithra,Greed is a bottomless pit,0.1,2021-08-18T15:05:19.764328,2021-08-18T15:53:04
,,,Art by Visithra,Reincarnation,0.1,2021-08-18T15:01:31.164075,2021-08-18T15:53:04
,,,Art by Visithra,Reincarnation,0.1,2021-08-18T15:01:16.340223,2021-08-18T15:53:04
,,,Art by Visithra,you only need the light when it's burning low,0.07,2021-08-15T02:48:52.059225,2021-08-18T15:53:04
,,,Pat Dimitri,Survive,0.1569,2021-07-31T05:12:39.812485,2021-09-16T01:05:44
0xe03a5189dac8182085e4adf66281f679fff2291d,DandelionCollects,27,Art Blocks Curated,Algobots #460,6.0,2021-04-13T04:35:33.133511,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #134,9.95,2021-04-13T04:34:54.002908,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #90,5.0,2021-04-13T02:32:02.870095,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #48,4.5,2021-04-13T02:29:34.103809,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #64,1.19,2021-04-12T21:53:35.138843,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #71,0.89,2021-04-12T21:29:53.204951,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #342,1.5,2021-04-12T21:28:08.368180,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #217,0.89,2021-04-12T02:31:02.641539,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #89,1.0,2021-04-11T19:07:52.808377,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #279,1.01,2021-04-11T19:06:53.900773,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #325,2.0,2021-04-11T19:05:23.631855,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #462,0.85,2021-04-11T17:13:27.754725,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #268,1.01,2021-04-11T16:55:11.419761,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #86,0.88,2021-04-11T16:52:41.758770,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #461,0.5,2021-04-11T15:02:51.487256,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #173,0.95,2021-04-11T05:00:35.023391,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #181,3.0,2021-04-11T04:59:45.464643,2021-04-13T16:19:49
,,,Art Blocks Curated,Algobots #244,1.0,2021-04-11T04:57:10.847041,2021-04-13T16:19:49
,,,Unravelling: Void Attractors,Void Attractor: #17,0.76,2021-07-31T22:39:36.589075,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #111,6.0,2021-07-30T21:01:11.616479,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #340,1.5,2021-07-30T20:42:13.327364,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #400,1.5,2021-07-30T20:36:39.908587,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #536,1.49,2021-07-30T20:34:45.180958,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #129,1.2,2021-07-30T20:29:25.674965,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #66,2.0,2021-07-30T20:26:37.735248,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #158,1.9,2021-07-30T20:25:03.081941,2021-08-03T09:36:39
,,,Unravelling: Void Attractors,Void Attractor: #537,2.0,2021-07-30T20:19:21.954238,2021-08-03T09:36:39
0xa9531d3b5483bef6fae3b4be62ccd83697ab92b1,tfrost,26,Artificial Intelligence Art V2,"#1515 - Peasant Woman, Body ",0.15,2021-03-24T07:21:47.838080,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1329 - Forceful Hills,0.15,2021-03-24T07:17:18.415156,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1429 - Sliced Rabbit,0.15,2021-03-24T07:08:46.367476,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1217 - Professor Moriarty,0.15,2021-03-24T07:08:47.074355,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1207 - Ode To The Disparate Drunks,0.15,2021-03-24T07:08:46.974332,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1519 - Earth With Myosotis,0.15,2021-03-24T06:59:52.861627,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1416 - Landscape My Brain,0.15,2021-03-24T06:57:06.170270,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1462 - Stone Puppies,0.15,2021-03-24T06:56:22.379650,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1450 - Orphanage,0.15,2021-03-24T06:50:43.964684,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1368 - Imagine My Hurt,0.15,2021-03-24T06:50:44.144630,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1200 - Apparition Of Charming Projection,0.15,2021-03-24T06:41:22.038696,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1371 - Elysium,0.15,2021-03-24T06:31:47.666224,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,"#1337 - Depth Yet, Clarity",0.15,2021-03-24T06:29:47.273413,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1297 - J-Pod,0.15,2021-03-24T06:28:28.443347,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,"#1305 - Immolate, Now Grow",0.15,2021-03-24T06:25:09.723605,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1265 - Perception with Information,0.15,2021-03-24T06:24:06.679513,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1394 - 1878 Farm,0.15,2021-03-24T06:18:25.039713,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1398 - Shadow Of Mine,0.15,2021-03-24T06:16:06.687198,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1421 - Dared To Touch,0.15,2021-03-24T06:08:06.840648,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1478 - Village By Children,0.15,2021-03-24T05:49:43.876578,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1546 - Wheat Field,0.15,2021-03-24T05:46:02.482230,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1358 - My Structure of Lust,0.15,2021-03-24T05:38:13.269718,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1221 - The Repressed Continuation,0.15,2021-03-24T05:16:57.553286,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1234 - Handmaids Tale,0.15,2021-03-24T05:13:46.591192,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1201 - Never Far From Home,0.15,2021-03-24T05:06:59.450183,2021-05-22T16:12:18
,,,Artificial Intelligence Art V2,#1396 - Breaking Thoughts,0.15,2021-03-24T05:06:59.517911,2021-05-22T16:12:18
0x54aa7e866378e4ff3140aaf167571111cc9cb5d7,catacomb,24,earlyworm works,"""The Trip"" 7/7 (Love Ugly Series - edition #3)",0.1,2021-06-18T16:55:26.422837,2021-07-03T13:02:03
,,,Tom Fry Studio,Stop And Think,0.075,2021-07-01T16:44:01.469874,2021-07-03T13:02:03
,,,Tom Fry Studio,Stop And Think,0.075,2021-07-01T16:30:28.915989,2021-07-03T13:02:03
,,,Tom Fry Studio,King Of Solitude,0.15,2021-06-28T11:04:31.423336,2021-07-03T13:02:03
,,,Jason Chambers Art,Anxiously Waiting 5/5,0.1,2021-08-03T22:32:43.710753,2021-08-10T17:21:41
,,,Jason Chambers Art,The Dreaming Girl 5/5,0.1,2021-07-29T21:31:37.936603,2021-08-10T17:21:41
,,,Jason Chambers Art,Live Each Moment To The Fullest,0.12,2021-07-26T11:40:40.014000,2021-08-10T17:21:41
,,,Jason Chambers Art,The Truth is in the Wine 3/3,0.15,2021-07-14T21:37:50.674175,2021-08-10T17:21:41
,,,Jason Chambers Art,"""Decipher and Depict the World"" 3/3",0.13,2021-07-04T07:12:05.039073,2021-08-10T17:21:41
,,,Jason Chambers Art,"""The Girl With The Gold Earring"" 7/7",0.1,2021-06-30T11:01:20.161231,2021-08-10T17:21:41
,,,Alex Lavrov Art,A Fallen Myth,0.001,2021-08-07T17:08:11.824644,2021-08-12T20:21:24
,,,Alex Lavrov Art,Yoga,0.008,2021-08-07T10:32:09.568498,2021-08-12T20:21:24
,,,Alex Lavrov Art,The Blind Leading The Blind,0.02,2021-08-07T10:27:51.396114,2021-08-12T20:21:24
,,,Alex Lavrov Art,Extinct Ideas,0.012,2021-08-06T08:16:32.947939,2021-08-12T20:21:24
,,,Alex Lavrov Art,Flexibility,0.02,2021-08-04T23:22:36.199157,2021-08-12T20:21:24
,,,Dylan Gill Art Studio,Holding up the Green Sun,0.1,2021-08-16T11:52:40.240585,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,South East Engagement,0.1,2021-08-16T11:49:17.961660,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Give up the Ghost,0.2,2021-08-13T12:36:18.756710,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Hypnotic Hallucinations,0.06,2021-08-13T07:46:24.510744,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Middle of Nowhere,0.06,2021-08-09T17:07:44.193365,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,All Dolled Up ,0.05,2021-07-22T08:27:52.406029,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,MotorMouth by Dylan Gill,0.05,2021-07-11T07:42:10.122038,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Solidarity,0.09,2021-07-05T22:11:20.994655,2021-08-16T19:45:00
,,,Tom Fry Studio,Rise Through The Fall,0.1,2021-09-22T21:02:07.109379,2021-09-22T21:09:55
0x04c1c15a1554891fb2dd7c4939e7d95d06ee253f,YVR_TRADER,24,Meg Thorpe 1-200,150,0.18,2021-07-12T18:06:38.519725,2021-07-14T15:05:51
,,,Meg Thorpe 1-200,333,0.12,2021-07-09T18:02:02.943731,2021-07-14T15:05:51
,,,Meg Thorpe 1-200,387,0.1,2021-07-06T18:00:25.527255,2021-07-14T15:05:51
,,,Zuzana Breznanikova Art (Featured collection),"""Bewitched"" 7/7",0.075,2021-08-02T21:04:08.632971,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Conviction"" 7/7",0.07,2021-08-02T20:28:45.865714,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Tender Morphism"" 7/7",0.075,2021-08-01T17:26:45.259958,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Badass Girl"" 7/7",0.09,2021-07-31T22:47:57.290833,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""W I L D E R"" 7/7",0.07,2021-07-30T21:59:10.329796,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""Juxtaposed Energy"" 7/7",0.075,2021-07-30T21:44:26.081435,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),"""E T H E R E A L"" 7/7",0.075,2021-07-30T21:41:44.253124,2021-08-10T17:21:41
,,,Jason Chambers Art,The Truth is in the Wine 3/3,0.15,2021-07-14T21:57:20.577212,2021-08-10T17:21:41
,,,Jason Chambers Art,Abandoned,0.2,2021-07-12T21:31:02.739044,2021-08-10T17:21:41
,,,Jason Chambers Art,Power Over The Mind 3/3,0.1,2021-07-07T21:31:31.325077,2021-08-10T17:21:41
,,,Jason Chambers Art,Deep Feelings,0.18,2021-07-05T22:31:15.510026,2021-08-10T17:21:41
,,,Dylan Gill Art Studio,2am Mother & Child,0.08,2021-07-27T06:07:09.914204,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Comfortably Numb,0.08,2021-07-27T06:05:51.911937,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Gossipers,0.06,2021-07-27T06:04:46.123022,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Cryptic Memories,0.06,2021-07-27T06:02:43.739764,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Testing Times,0.06,2021-07-27T06:02:24.850041,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Sustainability,0.08,2021-07-27T05:59:34.077003,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Productive Insomnia,0.075,2021-07-26T20:23:34.750887,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Debate,0.05,2021-07-25T05:48:48.869056,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,Conceptual Identity,0.09,2021-07-25T05:18:50.177223,2021-08-16T19:45:00
,,,Dylan Gill Art Studio,The Edge of Reality 1/1,0.1,2021-07-22T09:07:13.319687,2021-08-16T19:45:00
0xf0cdafecd1ee033d3f65ab2793c2d38c2a010252,Globalnames,24,Zuzana Breznanikova Art (Featured collection),"""Hidden"" 15/15",0.11,2021-08-10T14:16:10.342246,2021-08-10T17:21:41
,,,Zuzana Breznanikova Art (Featured collection),Contemplation,0.072,2021-08-10T14:07:18.910280,2021-08-10T17:21:41
